JenisSurat,Perihal,Dari/Untuk,Tipe,Teks_Input_Gabungan,Kategori_Target
Masuk,Penyaluran Bantuan Pangan di Wilayah Pamekaran,Plh Direktur Supply Chain dan Pelayanan Publik PERUM BULOG,693 - Surat Dinas,masuk penyaluran bantuan pangan di wilayah pamekaran plh direktur supply chain dan pelayanan publik perum bulog,SURAT DINAS
Masuk,Klarifikasi,Kantor Hukum Fachrizal & Rekan,694 - Surat Dinas,masuk klarifikasi kantor hukum fachrizal rekan,SURAT DINAS
Keluar,SPK,Karyadi Kumpos;,696 - SPK dan PKS,keluar spk karyadi kumpos,SPK DAN PKS
Keluar,MOU dengan Universitas Surabaya,Corporate Secretary;,697 - SPK dan PKS,keluar mou dengan universitas surabaya corporate secretary,SPK DAN PKS
Keluar,SPK Revaluasi Aset Properti Investasi di 83 Lokasi dan 1 Aset Tetap. nomor : 06281/Asset Management/0623,Direktur Keuangan dan Manajemen Risiko;,698 - SPK dan PKS,keluar spk revaluasi aset properti investasi di 83 lokasi dan 1 aset tetap nomor 06281 asset management 0623 direktur keuangan dan manajemen risiko,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Asuransi Jiwa IFG tentang Integrasi Layanan Pembelian Produk Asuransi IFG Life melalui Aplikasi Pospay,Direktur Bisnis Jasa Keuangan;,699 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt asuransi jiwa ifg tentang integrasi layanan pembelian produk asuransi ifg life melalui aplikasi pospay direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,PERJANJIAN KERJA SAMA PT POS INDONESIA (PERSERO) DENGAN PT POS FINANSIAL INDONESIA TENTANG PEKERJAAN PENGADAAN JASA REDESAIN DAN PENGEMBANGAN WEBSITE PIOL,Corporate Secretary;,700 - SPK dan PKS,keluar perjanjian kerja sama pt pos indonesia persero dengan pt pos finansial indonesia tentang pekerjaan pengadaan jasa redesain dan pengembangan website piol corporate secretary,SPK DAN PKS
Keluar,Keputusan Direksi tentang Peraturan Kerja Lembur Dinas Hari Biasa dan Dinas Hari Libur,Direktur Utama;,701 - KD,keluar keputusan direksi tentang peraturan kerja lembur dinas hari biasa dan dinas hari libur direktur utama,KD
Keluar,Risalah Radir  Selasa 4 Juli 2023,Direksi;,702 - risalah,keluar risalah radir selasa 4 juli 2023 direksi,RISALAH
Keluar,PKS (Karyadi-kumpos),Corporate Secretary;,703 - SPK dan PKS,keluar pks karyadi kumpos corporate secretary,SPK DAN PKS
Keluar,Keputusan Direksi Nomor : KD 50/DIR-4/0623 tentang Reward Layanan Mitra Biller Asuransi,Direktur Bisnis Jasa Keuangan;,705 - KD,keluar keputusan direksi nomor kd 50 dir 4 0623 tentang reward layanan mitra biller asuransi direktur bisnis jasa keuangan,KD
Keluar,1. Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Karisma Bahana Gemilang tentang Penerimaan Pembayaran Belanja Easy Shopping melalui System Online Payment Point Pos Nomor : PKS 148/DIR-4/0623 2. Berita Acara Kesepakatan antara PT Pos Indonesia (Persero) dengan PT Karisma Bahana Gemilang,Direktur Bisnis Jasa Keuangan;,706 - SPK dan PKS,keluar 1 perjanjian kerja sama antara pt pos indonesia persero dengan pt karisma bahana gemilang tentang penerimaan pembayaran belanja easy shopping melalui system online payment point pos nomor pks 148 dir 4 0623 2 berita acara kesepakatan antara pt pos indonesia persero dengan pt karisma bahana gemilang direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Surat Keputusan Direksi tentang Tim Pengadaan Setempat Barang dan Jasa Sub Direktorat Human Capital Services and Business Partner dan Sub Direktorat Human Capital Policy and Strategy,Direktur Human Capital Management;,707 - SK,keluar surat keputusan direksi tentang tim pengadaan setempat barang dan jasa sub direktorat human capital services and business partner dan sub direktorat human capital policy and strategy direktur human capital management,SK
Masuk,Permohonan Informasi,a.n Direktur Reserse Kriminal Umum Polda Kepri  Kasubdit 1,708 - Surat Dinas,masuk permohonan informasi a n direktur reserse kriminal umum polda kepri kasubdit 1,SURAT DINAS
Masuk,Bantuan Key Pairs API Pos untuk Visualisasi Pergerakan Buku FCL,Pendiri dan Penanggung Jawab Pustaka Bergerak,709 - Surat Dinas,masuk bantuan key pairs api pos untuk visualisasi pergerakan buku fcl pendiri dan penanggung jawab pustaka bergerak,SURAT DINAS
Masuk,Permohonan Klarifikasi & Audiensi serta Penarikan Sertifikat yang dijaminkan,Law Office Febri Fajar Basuki & Partners,711 - Surat Dinas,masuk permohonan klarifikasi audiensi serta penarikan sertifikat yang dijaminkan law office febri fajar basuki partners,SURAT DINAS
Masuk,Partisipasi Penerbitan Buku Amazing West Java,Ketua Umum Kamar Dagang dan Industri Jawa Barat,712 - Surat Dinas,masuk partisipasi penerbitan buku amazing west java ketua umum kamar dagang dan industri jawa barat,SURAT DINAS
Masuk,Penerbitan Iklan Bersama,Dewan Pengurus Pusat Serikat Pekerja Kereta Api,713 - Surat Dinas,masuk penerbitan iklan bersama dewan pengurus pusat serikat pekerja kereta api,SURAT DINAS
Masuk,Publikasi Peringatan HUT RI ke-78,Panitia Pelaksana Publikasi Semarak Peringatan HUT RI ke-78 Proklamasi Kemerdekaan RI,714 - proposal,masuk publikasi peringatan hut ri ke 78 panitia pelaksana publikasi semarak peringatan hut ri ke 78 proklamasi kemerdekaan ri,PROPOSAL
Masuk,Hasil Verifikasi Dokumen Rekapitulasi BAST,Perusahaan Umum (PERUM) BULOG,715 - Surat Dinas,masuk hasil verifikasi dokumen rekapitulasi bast perusahaan umum perum bulog,SURAT DINAS
Masuk,Undangan Workshop BUMN dan Anak Usaha di Juli- Agustus 2023,Erik Yosafat,716 - Surat Dinas,masuk undangan workshop bumn dan anak usaha di juli agustus 2023 erik yosafat,SURAT DINAS
Masuk,Partisipasi dalam rangka Dirgahayu TNI Ke-78,a.n Kepala Puspen TNI Waka  Brigadir Jenderal TNI  Pusat Penerangan Markas Besar TNI,717 - Surat Dinas,masuk partisipasi dalam rangka dirgahayu tni ke 78 a n kepala puspen tni waka brigadir jenderal tni pusat penerangan markas besar tni,SURAT DINAS
Masuk,Penundaan Tanggal Pelaksanaan Pelatihan Basic Training DPP SPPI,Dewan Pengurus Pusat SPPI,718 - Surat Dinas,masuk penundaan tanggal pelaksanaan pelatihan basic training dpp sppi dewan pengurus pusat sppi,SURAT DINAS
Masuk,Penerbitan Iklan Kemitraan,Ketua Kopkar Perumnas Bina Sejahtera,719 - Surat Dinas,masuk penerbitan iklan kemitraan ketua kopkar perumnas bina sejahtera,SURAT DINAS
Masuk,Penyaluran Bantuan Pangan secara Kolektif,Direktur Supply Chain dan Pelayanan Publik Perusahaan Umum (PERUM) BULOG,720 - Surat Dinas,masuk penyaluran bantuan pangan secara kolektif direktur supply chain dan pelayanan publik perusahaan umum perum bulog,SURAT DINAS
Masuk,Penandatanganan Dokumen Sales Order,Direktur Bisnis Perusahaan Umum (PERUM) BULOG,721 - Surat Dinas,masuk penandatanganan dokumen sales order direktur bisnis perusahaan umum perum bulog,SURAT DINAS
Masuk,Penunjukan Ahli,Kasat Reskrim  Kepolisian Negara RI Daerah Riau Resor Indragiri Hilir,722 - Surat Dinas,masuk penunjukan ahli kasat reskrim kepolisian negara ri daerah riau resor indragiri hilir,SURAT DINAS
Masuk,Penyelesaian Tunggakan Iuran BPJS Kesehatan,Kepala Seksi Perdata dan Tata Usaha Negara  Kejaksaan Negara Kota Bandung,723 - Surat Dinas,masuk penyelesaian tunggakan iuran bpjs kesehatan kepala seksi perdata dan tata usaha negara kejaksaan negara kota bandung,SURAT DINAS
Masuk,Permohonan Bantuan Dana Pembangungan Sekolah Tahfidz Qur`an Papua,Panitia Pelaksanaan Pembangunan Sekolah Tahfidz Qur`an Papua,724 - Surat Dinas,masuk permohonan bantuan dana pembangungan sekolah tahfidz qur an papua panitia pelaksanaan pembangunan sekolah tahfidz qur an papua,SURAT DINAS
Masuk,Pemberitahuan Tambahan tentang Perubahan Susunan Anggota Badan Pengurus,Ketua Umum Asosiasi Sistem Pembayaran Indonesia (ASPI),725 - Surat Dinas,masuk pemberitahuan tambahan tentang perubahan susunan anggota badan pengurus ketua umum asosiasi sistem pembayaran indonesia aspi,SURAT DINAS
Keluar,1. SPK CV Poetra Hatami Pengadaan Jasa Pendukung Pelatihan Kantor Cabang Pembantu (KCP) Layanan Pos Universal (LPU) Tahun 2023 2. PKS CV Poetra Hatami Pengadaan Jasa Pendukung Pelatihan Kantor Cabang Pembantu (KCP) Layanan Pos Universal (LPU) Tahun 2023,SVP Human Capital Service and Business Partner;,727 - SPK dan PKS,keluar 1 spk cv poetra hatami pengadaan jasa pendukung pelatihan kantor cabang pembantu kcp layanan pos universal lpu tahun 2023 2 pks cv poetra hatami pengadaan jasa pendukung pelatihan kantor cabang pembantu kcp layanan pos universal lpu tahun 2023 svp human capital service and business partner,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Famon Awal Bros Sedaya dengan PT Pos Indonesia (Persero) tentang Pengiriman Obat Nomor : PKS 113/DIR- 5/0523,Direktur Bisnis Kurir dan Logistik;,728 - SPK dan PKS,keluar perjanjian kerja sama antara pt famon awal bros sedaya dengan pt pos indonesia persero tentang pengiriman obat nomor pks 113 dir 5 0523 direktur bisnis kurir dan logistik,SPK DAN PKS
Keluar,Nota Kesepahaman antara PT Famon Awal Bros Sedaya dengan PT Pos Indonesia (Persero) tentang Pemanfaatan Layanan Jasa dan Potensi Masing-Masing Pihak Nomor : MOU 112/DIRUT/0523,Direktur Utama;,729 - SPK dan PKS,keluar nota kesepahaman antara pt famon awal bros sedaya dengan pt pos indonesia persero tentang pemanfaatan layanan jasa dan potensi masing masing pihak nomor mou 112 dirut 0523 direktur utama,SPK DAN PKS
Keluar,Perjanjian Kerja Pengadaan Jasa Transporter untuk Distribusi Bantuan Pangan Program Stunting Pemerintah 2023 antara PT Rajawali Nusantara Indonesia (Persero) dengan PT Pos Indonesia (Persero) Nomor : 01/S.Pj- UP/RNI.01/IV/2023,Direktur Utama;,730 - SPK dan PKS,keluar perjanjian kerja pengadaan jasa transporter untuk distribusi bantuan pangan program stunting pemerintah 2023 antara pt rajawali nusantara indonesia persero dengan pt pos indonesia persero nomor 01 s pj up rni 01 iv 2023 direktur utama,SPK DAN PKS
Masuk,Permohonan Kerjasama Program CSR/TJSL,Faozan Amar  Staf Khusus Menteri Sosial RI (0818490245),732 - proposal,masuk permohonan kerjasama program csr tjsl faozan amar staf khusus menteri sosial ri 0818490245,PROPOSAL
Keluar,Risalah Radir Selasa  11 Juli 2023,Setper;,733 - Surat Dinas,keluar risalah radir selasa 11 juli 2023 setper,SURAT DINAS
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dan PT Milestone Dinamika Perkasa tentang Pekerjaan Pengadaan Konsultan Formulasi Brand Baru Pos Indonesia menuju Perusahaan Logistik. Nomor : 48/SPBT/0623,SVP Strategic Planning and Business Development;,734 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dan pt milestone dinamika perkasa tentang pekerjaan pengadaan konsultan formulasi brand baru pos indonesia menuju perusahaan logistik nomor 48 spbt 0623 svp strategic planning and business development,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Koperasi Pegawai dan Pensiunan PT Pos Indonesia (KOPPOS) tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun Peserta Dana Pensiun Pos Indonesia,SVP Sales and Marketing Financial Service;,735 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan koperasi pegawai dan pensiunan pt pos indonesia koppos tentang pemotongan uang pensiun untuk angsuran kredit pensiun peserta dana pensiun pos indonesia svp sales and marketing financial service,SPK DAN PKS
Masuk,Penunjukan Pegawai untuk diklarifikasi,Ditreskrimum selaku Penyidik Kepolisian Negara RI Daerah Jawa Tengah,737 - Surat Dinas,masuk penunjukan pegawai untuk diklarifikasi ditreskrimum selaku penyidik kepolisian negara ri daerah jawa tengah,SURAT DINAS
Keluar,Keputusan Direksi Nomor : KD 055/DIR-5/0623 tentang Tarif Layanan Express Mail Service,Direktur Bisnis Kurir dan Logistik;,738 - KD,keluar keputusan direksi nomor kd 055 dir 5 0623 tentang tarif layanan express mail service direktur bisnis kurir dan logistik,KD
Keluar,Keputusan Direksi Nomor : KD 056/DIR-5/0623 tentang Tarif Layanan Paketpos Cepat Internasional,Direktur Bisnis Kurir dan Logistik;,739 - KD,keluar keputusan direksi nomor kd 056 dir 5 0623 tentang tarif layanan paketpos cepat internasional direktur bisnis kurir dan logistik,KD
Masuk,Permohonan Pembayaran,Sekretariat Forum Ekselen Bisnis Indonesia,740 - Surat Dinas,masuk permohonan pembayaran sekretariat forum ekselen bisnis indonesia,SURAT DINAS
Keluar,Perjanjian Kerja Sama antara PT Biro Perjalanan Wisata Aprilya Darma Wisata dengan PT Pos Indonesia (Persero) tentang Fronting Layanan Halal/Muslim Tour dan Umroh melalui PT Pos Indonesia (Persero),SVP Sales and marketing Financial Service;,741 - SPK dan PKS,keluar perjanjian kerja sama antara pt biro perjalanan wisata aprilya darma wisata dengan pt pos indonesia persero tentang fronting layanan halal muslim tour dan umroh melalui pt pos indonesia persero svp sales and marketing financial service,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara Treetan Nusantara Network dengan PT Pos Indonesia (Persero) tentang Penyediaan Layanan Digital Paket Umrah dan Wisata Halal melalui Modern Channel Pospay,SVP Sales and marketing Financial Service;,742 - SPK dan PKS,keluar perjanjian kerja sama antara treetan nusantara network dengan pt pos indonesia persero tentang penyediaan layanan digital paket umrah dan wisata halal melalui modern channel pospay svp sales and marketing financial service,SPK DAN PKS
Masuk,PBB Cup II Golf Tournament 2023,Dewan Pimpinan Pusat Pemuda Batak Bersatu,743 - proposal,masuk pbb cup ii golf tournament 2023 dewan pimpinan pusat pemuda batak bersatu,PROPOSAL
Masuk,Program Pendidikan dan Pelatihan serta Sertifikasi Kompetensi Tahun 2023,Direktur Utama Pusat Pengembangan Akuntansi dan Keuangan (PPA & K),745 - Surat Dinas,masuk program pendidikan dan pelatihan serta sertifikasi kompetensi tahun 2023 direktur utama pusat pengembangan akuntansi dan keuangan ppa k,SURAT DINAS
Keluar,PKS dengan Bank Mandiri tentang Penerbitan Kartu Kredit Mandiri,Corsec;,746 - SPK dan PKS,keluar pks dengan bank mandiri tentang penerbitan kartu kredit mandiri corsec,SPK DAN PKS
Keluar,Perjanjian Kerahasiaan dengan PT Goto Gojek Tokopedia,SVP Retail Business;,747 - SPK dan PKS,keluar perjanjian kerahasiaan dengan pt goto gojek tokopedia svp retail business,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pelabuhan Indonesia (Persero) dengan PT Pos Indonesia (Persero) tentang Penyaluran Bantuan Uang Sembako kepada Pensiunan Pekerja PT Pelabuhan Indonesia (Persero). PELINDO,SVP Sales and Marketing Financial Service;,748 - SPK dan PKS,keluar perjanjian kerja sama antara pt pelabuhan indonesia persero dengan pt pos indonesia persero tentang penyaluran bantuan uang sembako kepada pensiunan pekerja pt pelabuhan indonesia persero pelindo svp sales and marketing financial service,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT JACCS Mitra Pinasthika Mustika Finance Indonesia dengan PT Pos Indonesia (Persero) tentang Penerimaan Pembayaran Angsuran kredit secara Online,VP Financial Service Product Management;,749 - SPK dan PKS,keluar perjanjian kerja sama antara pt jaccs mitra pinasthika mustika finance indonesia dengan pt pos indonesia persero tentang penerimaan pembayaran angsuran kredit secara online vp financial service product management,SPK DAN PKS
Keluar,Risalah Radir  Selasa 18 Juli 2023,setper;,750 - risalah,keluar risalah radir selasa 18 juli 2023 setper,RISALAH
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Mcash Integrasi tentang Kemitraan Pospay secara Host to Host. Nomor : PKS 152/DIRUT/0623,Direktur Bisnis Jasa Keuangan;,751 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt mcash integrasi tentang kemitraan pospay secara host to host nomor pks 152 dirut 0623 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Wahana Ottomitra Multiartha dengan PT Pos Indonesia (Persero) tentang Penerimaan Pembayaran Angsuran secara Online Nomor : PKS 164/DIR- 4/0723,VP Financial Service Product Management;,752 - SPK dan PKS,keluar perjanjian kerja sama antara pt wahana ottomitra multiartha dengan pt pos indonesia persero tentang penerimaan pembayaran angsuran secara online nomor pks 164 dir 4 0723 vp financial service product management,SPK DAN PKS
Keluar,Nota Kesepahaman antara PT Taspen (Persero) dan PT Pos Indonesia (Persero) tentang Pemanfaatan Program Layanan antar Pensiun bagi Penerima Pensiun Pegawai Negeri Sipil Nomor : MOU 158/DIRUT/0723,Direktur Utama;,753 - SPK dan PKS,keluar nota kesepahaman antara pt taspen persero dan pt pos indonesia persero tentang pemanfaatan program layanan antar pensiun bagi penerima pensiun pegawai negeri sipil nomor mou 158 dirut 0723 direktur utama,SPK DAN PKS
Keluar,Risalah Rapat Terbatas Direksi,Direksi;,754 - risalah,keluar risalah rapat terbatas direksi direksi,RISALAH
Masuk,Undangan Grand Launching dan Bakti Sosial Klinik Inggit Garnasih,Ketua Badan Amil Zakat Nasional Provinsi Jawa Barat,755 - Surat Dinas,masuk undangan grand launching dan bakti sosial klinik inggit garnasih ketua badan amil zakat nasional provinsi jawa barat,SURAT DINAS
Masuk,Proposal Lebaran Yatim Pekan Muharram 1445 H,Ketua Dompet Dana Umat (DDU) Daarul Ulum,757 - proposal,masuk proposal lebaran yatim pekan muharram 1445 h ketua dompet dana umat ddu daarul ulum,PROPOSAL
Masuk,Permohonan Partisipasi Sponsorship Anugerah Penyiaran KPID Jawa Barat ke-16 Tahun 2023,Ketua Komisi Penyiaran Indonesia Daerah Provinsi Jawa Barat,758 - proposal,masuk permohonan partisipasi sponsorship anugerah penyiaran kpid jawa barat ke 16 tahun 2023 ketua komisi penyiaran indonesia daerah provinsi jawa barat,PROPOSAL
Masuk,Permintaan Pembuatan Surat Pengantar ke Badan Kepegawaian Negara (BKN),Asep Arifin Noor (082115838071),759 - Surat Dinas,masuk permintaan pembuatan surat pengantar ke badan kepegawaian negara bkn asep arifin noor 082115838071,SURAT DINAS
Masuk,Permohonan Dana Sponsorship,Pengurus Provinsi Perbasasi Jateng,760 - proposal,masuk permohonan dana sponsorship pengurus provinsi perbasasi jateng,PROPOSAL
Masuk,Rekomendasi Dukungan Sponsor,Asisten Deputi Keuangan Inklusif dan Keuangan Syariah Kementerian Koordinator Bidang Perekonomian,761 - Surat Dinas,masuk rekomendasi dukungan sponsor asisten deputi keuangan inklusif dan keuangan syariah kementerian koordinator bidang perekonomian,SURAT DINAS
